Final Data Overview,,,,,,,,,
Video #,Time (seconds),Converted Time, Observation,Comments,,,,,
0,127,0.001469907,2 T 4,,,Coding Info,,,
0,128,0.001481481,2 C 4,,,,,,
0,130,0.00150463,2 C 1,,,Group,2,"Video Range (First, Last)",
0,132,0.001527778,2 T 3,,,Day,2,0,31
0,133,0.001539352,2 C 1,,,Contest #,,Contest Date,
0,136,0.001574074,2 T 3,,,,,,
0,138,0.001597222,2 C 3,,,Fish Info,,,
0,139,0.001608796,2 C 1,,,,,,
0,142,0.001643519,2 T 4,,,Fish Number,Original Tank,Weight (g),Description (tail cut)
0,142,0.001643519,2 C 1,,,1,5_6,24.32,bottom cut
0,145,0.001678241,2 C 1,,,2,6_8,24.28,top cut
0,151,0.001747685,2 T 1,,,3,2_10,24.82,bottom V cut
0,161,0.001863426,2 C 1,,,4,3_7,24.2,top V cut
0,168,0.001944444,2 T 3,,,,,,
0,171,0.001979167,2 C 1,,,,,,
0,188,0.002175926,2 C 1,,,,,,
0,190,0.002199074,2 T 1,,,,,,
0,206,0.002384259,2 C 1,,,,,,
0,208,0.002407407,2 T 1,,,,,,
0,240,0.002777778,2 C 3,,,,,,
0,243,0.0028125,4 T 3,,,,,,
0,246,0.002847222,2 C 3,,,,,,
0,285,0.003298611,4 T 1,,,,,,
0,368,0.004259259,2 T 1,,,,,,
0,406,0.004699074,2 C 1,,,,,,
0,418,0.004837963,4 B 1,,,,,,
0,420,0.004861111,4 B 1,,,,,,
0,457,0.005289352,4 T 3,,,,,,
0,489,0.005659722,4 T 3,,,,,,
0,494,0.005717593,4 T 2,,,,,,
0,495,0.005729167,4 T 3,,,,,,
0,497,0.005752315,4 T 3,,,,,,
0,498,0.005763889,2 T 3,,,,,,
0,506,0.005856481,4 T 1,,,,,,
0,510,0.005902778,2 C 1,,,,,,
0,514,0.005949074,4 T 3,,,,,,
0,519,0.006006944,4 T 1,,,,,,
0,521,0.006030093,4 T 3,,,,,,
0,532,0.006157407,4 T 2,,,,,,
